artist_name,artist_genre
Weldon Irvine,jazz funk
Jimmy Boyd,novelty
Koen Groeneveld,"dark techno, house"
113,"french hip hop, old school rap francais"
Alex Wiley,"chicago rap, underground hip hop"
Collarbones,australian electropop
Far From Alaska,"brazilian post-hardcore, brazilian rock, brazilian stoner rock, rock alternativo brasileiro, rock potiguar"
Canyon City,"acoustic pop, indie anthem-folk, indiecoustica, modern indie folk"
Cosmazul,hip hop
Bruno Bavota,"compositional ambient, focus"
Zero Boys,"anarcho-punk, hardcore punk, punk"
deLillos,"classic norwegian pop, norwegian pop, norwegian rock"
Papooz,"french indie pop, french indietronica"
Steve Rushton,hip hop
Gavin Turek,"neo r&b, pop soul"
Carlos Libedinsky,"neotango, tango"
Johnny Hooker,"nova mpb, pop lgbtq+ brasileira"
Jeff Bridges,hip hop
Chango King,hip hop
Slovenská filharmónia,symfonicky orchestr
Bellowhead,"british folk, traditional british folk"
Jan Driver,destroy techno
Denise LaSalle,"soul blues, southern soul"
Randomer,"destroy techno, uk bass"
Dot Hacker,"experimental indie rock, modern alternative rock"
Seryn,"denton tx indie, stomp and holler"
Styles of The Lox,hip hop
Future Bible Heroes,lo-fi
Udit Narayan,"chutney, filmi, odia pop"
Common Sense,hip hop
Addison Groove,"bristol electronic, classic dubstep, footwork, future garage, uk bass"
El Arrebato,"pop flamenco, rumba, spanish pop"
Dance 2 Trance,"belgian dance, bubble trance, eurodance, german trance"
Fabienne DelSol,ye ye
Tuneboy,"classic hardstyle, euphoric hardstyle"
La Bionda,italo disco
Kidda,"albanian pop, basshall"
Demians,progressive alternative
Kendra Morris,hip hop
Nil Lara,miami indie
Jussi Björling,"classical tenor, komedi, opera"
Eisheilig,"dark rock, german metal, neue deutsche harte"
Silver Swans,metropopolis
Year Long Disaster,alternative roots rock
Haluk Levent,"anadolu rock, turkish pop, turkish rock"
Yoskar Sarante,"bachata, bachata dominicana"
Chłopcy z Placu Broni,hip hop
Pesado,"banda, musica mexicana, norteno"
"Friday, Saturday And Sunday",souldies
ночные грузчики,"russian alt pop, russian underground rap"
The Dissociatives,hip hop
Barry Ryan,classic uk pop
Brothers Osborne,"contemporary country, country, country road, modern country rock, modern southern rock"
Octavia Sperati,"fallen angel, gothic metal, gothic symphonic metal, norwegian doom metal, norwegian metal"
Jami Sieber,cello
Johnny Depp,hollywood
Hot Toddy,"balearic, nu disco"
Weekend Nachos,"chaotic hardcore, chicago hardcore, grindcore, powerviolence"
Brighten,"alternative pop rock, neon pop punk"
Razihel,gaming edm
Ishome,"ambient idm, russian electronic, russian experimental electronic, substep"
Cardopusher,breakcore
120 Days,"neo-kraut, norwegian rock"
Lazy Rich,"complextro, melbourne bounce"
[spunge],"modern ska punk, ska, ska punk"
Quantic and His Combo Barbaro,hip hop
Black Alien,"afrofuturismo brasileiro, brazilian hip hop, brazilian reggae"
Flook,"celtic, puirt-a-beul"
Diesel Christ,hip hop
The Otherz,"brazilian edm, brazilian house"
Raised By Swans,canadian post-rock
Gary Stadler,"healing, neo-pagan, new age"
The Gregory Brothers,"antiviral pop, meme, pixel"
Chicago Klezmer Ensemble,klezmer
Caged Animals,shimmer pop
Marcus Intalex,"drum and bass, liquid funk, neurofunk, uk dnb"
Wig Wam,glam rock
Rufige Kru,hip hop
The Calm Blue Sea,"american post-rock, instrumental post-rock"
Dj Zany,classic hardstyle
Stevie Appleton,hip hop
Karina,"argentine telepop, cumbia pop"
Karina Pasian,hip hop
Jean Claude Ades,hip hop
Urthboy,"australian hip hop, australian indigenous hip hop, australian underground hip hop, conscious hip hop"
"Dream, Ivory",modern dream pop
Private Line,finnish hard rock
Fernanda Abreu,mpb
SoulChef,ambeat
Forgotten Tomb,"black metal, blackgaze, depressive black metal, italian black metal, italian doom metal, italian metal"
Royal Thunder,"gaian doom, retro metal, stoner metal"
Malukah,scorecore
Darkwood,"martial industrial, neofolk"
Main Concept,"bayerischer rap, german boom bap, german jazz rap, oldschool deutschrap"
Patti Drew,"rhythm and blues, souldies"
Isac Elliot,"finnish dance pop, finnish hip hop"
Terror Danjah,"grime, purple sound"
The Warriors,hip hop
Mental As Anything,australian rock
Tobias Rahim,danish pop
Les Innocents,"chanson, french pop, french rock, nouvelle chanson francaise"
Enjambre,"indie rock mexicano, latin alternative, latin rock, mexican rock, rock en espanol"
Pascal F.E.O.S.,hip hop
Beardfish,"neo-progressive, progressive metal, progressive rock, swedish prog"
Time Again,"crack rock steady, punk 'n' roll, ska punk"
I Hate Myself Because,ukrainian indie
eleventyseven,alternative pop rock
Raein,"italian emo, italian post-hardcore, italian screamo, skramz"
Dødheimsgard,"avant-garde black metal, avant-garde metal, black metal, cosmic black metal, industrial black metal, norwegian black metal, norwegian metal, pagan black metal, post-black metal"
Jerry Paper,"experimental pop, indie garage rock"
Giant Squid,"post-metal, progressive doom"
Tigertown,"australian alternative pop, australian indie"
Joint Venture,"german reggae, german rock, liedermacher"
Phlake,"danish pop, scandinavian r&b"
Dizzy Mizz Lizzy,"danish alternative rock, danish pop, danish pop rock, danish rock"
Frankie Rose and the Outs,"brooklyn indie, popgaze"
my little airport,"chinese indie, chinese indie rock, hong kong indie, hong kong rock, twee pop"
Rudy La Scala,pop romantico
La 3scala,hip hop
Dan Gibson's Solitudes,gregorian dance
Natural Snow Buildings,"drone, free folk"
The Briefs,"garage punk, power-pop punk, punk 'n' roll"
Donald Lawrence,gospel
Chilli Beans.,hip hop
Bobby Charles,swamp pop
Philip Oakey,hip hop
Gary Smith,hip hop
Tony Lucca,acoustic pop
Guillaume de Machaut,"classical, early music, medieval, renaissance"
Norman Connors,"classic soul, funk, jazz funk, philly soul, post-disco, smooth jazz"
Muzyka Końca Lata,polish alternative rock
SIRIAN,hip hop
Beatamines,"deep euro house, organic house"
Jason Becker,"instrumental rock, neo classical metal, shred"
Seek Shelter,hip hop
Света,hip hop
Pokahontaz,polish hip hop
Josh Martinez,"abstract hip hop, outer hip hop, underground rap"
Bamboo,opm
Me & My Toothbrush,hip hop
Guttural Disgorge,hip hop
Such A Surge,"german alternative rock, neue deutsche harte"
Cidadão Quem,rock gaucho
Antaeus,hip hop
Junior Raimey,redneck
Joan Shelley,"indie folk, new americana"
Synæsthesia,ambient trance
Obits,hip hop
Damon & Naomi,"melancholia, slowcore"
Víctor Manuelle,"latin pop, modern salsa, salsa, salsa peruana, salsa puertorriquena, tropical"
Kortatu,"euskal rock, latin alternative, punk euskera, spanish punk"
Van Dik Hout,"dutch cabaret, dutch pop, dutch rock, nederpop"
Shiloh Dynasty,"lo-fi chill, sad lo-fi"
Total Chaos,"austrian hip hop, crust punk, hardcore punk, oi, punk, street punk"
Shirley & Lee,"doo-wop, rhythm and blues"
Adam Wakefield,country pop
Shankar-Ehsaan-Loy,"filmi, modern bollywood"
The Lovemakers,oakland indie
Don Moen,"classic praise, messianic praise, tagalog worship, world worship"
Crystal Lake,"japanese metalcore, japanese punk rock, melodic metalcore, metalcore"
Clokx,hip hop
Kideko,"house, uk dance"
Brie Larson,hip hop
Marcin Wasilewski Trio,"contemporary jazz, ecm-style jazz, jazz trio, modern jazz trio, norwegian jazz, polish jazz, polish modern jazz"
DUELS,hip hop
Rave Allstars,hip hop
Southern Shores,chillwave
Double Espresso,hip hop
Julie Delpy,hip hop
Magneta Lane,"canadian garage rock, toronto indie"
Devin Dawson,"contemporary country, country pop, country road, modern country rock"
MC Flipside,hip hop
Stephen Duffy,"new wave pop, solo wave"
Neulore,"acoustic pop, folk-pop"
Kontrust,austrian metal
Loon Lake,australian indie
Jens Friebe,german indie
Ford & Lopatin,hypnagogic pop
Amanda Palmer & The Grand Theft Orchestra,hip hop
Booker Ervin,"hard bop, jazz saxophone"
Maria Taban – Chefaliadi,hip hop
Lee Greenwood,classic country pop
Boogie Belgique,"electro swing, nu jazz"
Mark Richardson,hip hop
The Fugs,"experimental rock, protopunk, psychedelic rock"
Gorki,"belgian rock, classic belgian pop, flemish folk, kleinkunst"
Spirit Of The West,"canadian celtic, canadian rock, celtic rock"
Michael Martin Murphey,"classic country pop, cowboy western, new mexico music, outlaw country"
Calvin Richardson,"contemporary r&b, neo soul"
Jessy J,"smooth jazz, smooth saxophone"
Hollerado,"canadian indie, canadian indie rock, ontario indie, ottawa indie"
Maria João Pires,"classical performance, classical piano"
Seth Troxler,"deep disco house, deep house, detroit house, detroit techno, house, microhouse, minimal tech house, minimal techno, techno"
Cathy Davey,"irish indie, irish rock, irish singer-songwriter"
Ringworm,"cleveland metal, hardcore, ohio hardcore"
Whitney Duncan,country dawn
Kroke,"klezmer, polish folk"
Manuel García,"cantautor, chilean indie, nueva trova chilena, pop chileno, trova"
Calmly,hip hop
Steve Nalepa (DJ Sherlock),hip hop
Klymaxx,"contemporary r&b, minneapolis sound, new jack swing, quiet storm, urban contemporary"
Peja,polish hip hop
AS IT IS,"neon pop punk, pop punk, uk pop punk"
Marv Johnson,"motown, rhythm and blues"
De Dannan,"celtic, irish folk, sean-nos singing"
Napkey,"electro-pop francais, french indie pop, french indietronica, new french touch"
Phoebe Snow,"folk, jazz blues, singer-songwriter"
Full Intention,"chicago house, classic house, deep house, disco house, funky house, tribal house, vocal house"
Merle Travis,western swing
Blutonium Boy,classic hardstyle
Phil France,neo-classical
With Blood Comes Cleansing,"brutal deathcore, christian hardcore, deathcore"
Gia Farrell,hip hop
Electrypnose,"dark psytrance, hi-tech, zenonesque"
Neil Davidge,"british soundtrack, video game music"
Kryder,"dutch house, electro house, progressive electro house, progressive house"
Suicideyear,"phonk, wave"
Woody Shaw,"contemporary post-bop, jazz saxophone, jazz trumpet, straight-ahead jazz"
LoneLady,chamber psych
Barón Rojo,"latin metal, rock en espanol, spanish metal"
Capture,"metalcore, trancecore"
Alex Lahey,"australian indie, melbourne indie"
Cristina Donà,italian alternative
Pixelord,"hardvapour, russian electronic, russian experimental electronic, wonky"
Los Dynamite,"indie rock mexicano, mexican indie, mexican rock"
Zaho de Sagazan,"french pop, nouvelle chanson francaise"
City Calm Down,australian indie
Martin Simpson,"british folk, traditional british folk"
Reggie Watts,comic
1910 Fruitgum Company,"bubblegum pop, classic garage rock, merseybeat"
The Bear Quartet,swedish indie rock
The Disposable Heroes Of Hiphoprisy,"conscious hip hop, industrial hip hop"
Jon Bryant,"indiecoustica, modern indie folk"
The Three Sounds,"hard bop, soul jazz"
K-Rino,"dirty texas rap, houston rap"
For a Minor Reflection,"atmospheric post-rock, icelandic rock"
#1 Dads,australian indie
Hyphen,hip hop
Millie Blue,hip hop
Anna Meredith,"british contemporary classical, electra, etherpop, scottish electronic"
Cut La Roc,"big beat, breakbeat, brighton indie"
Bruce Haack,"canadian psychedelic, hauntology, moog, zolo"
Nic Fanciulli,"deep disco house, house, minimal techno, tribal house"
Vatican Shadow,"ambient techno, mandible, new isolationism"
Rajna,"medieval folk, neoclassical darkwave, rune folk"
Douglas Dare,chamber pop
Stavros Pazarentzis,greek clarinet
Los Punsetes,"spanish indie pop, spanish modern rock, tontipop"
Lower Class Brats,"american oi, hardcore punk, oi, street punk, texas punk"
Les Petits Pilous,"destroy techno, electro trash"
Planlos,"deutschrock, german oi, german punk"
Rollercone,electro jazz
Locas In Love,"cologne indie, german indie, german indie rock"
Ida Engberg,"electra, swedish electronic, swedish techno"
Black Diamond Heavies,"garage punk blues, modern blues rock, punk blues"
Heiko Laux,"german techno, minimal dub, minimal techno, techno"
Adorned Brood,"folk metal, german metal, viking metal"
青山テルマ,hip hop
Claire Voyant,"dark wave, ethereal wave"
Plantlife,hip hop
Linda Scott,brill building pop
Dead To Fall,"deathcore, melodic metalcore"
Вячеслав Бутусов feat. Пелагея,hip hop
RYTHEM,j-poprock
"Johnny ""Guitar"" Watson",blues
Björnes Hörna,hip hop
Pants Yell!,twee pop
Tony Levin,"chapman stick, electric bass, instrumental rock, jazz fusion, progressive rock"
luxury elite,"mallsoft, slushwave, vaporwave"
Sunnery James & Ryan Marciano,"circuit, dutch house, progressive electro house"
On Thorns I Lay,"greek metal, melodic doom"
Buddy Miles,"psychedelic soul, rock drums"
Axel Thesleff,"bass trap, finnish edm"
Albin de la Simone,"french indie pop, nouvelle chanson francaise"
Josh White,christian uplift
Saalschutz,"antideutsche, elektropunk"
Adam Cohen,quebec indie
João Nogueira,"samba, velha guarda"
His Majesty Andre,hip hop
A Tribe Called Red,hip hop
Little by Little,j-poprock
Novalima,"electronica peruana, musica afroperuana, organic house"
THE DRIVER ERA,modern alternative rock
Boom Clap Bachelors,danish indie pop
Shane Alexander,hip hop
Karel Gott,czech pop
Tom Russell,classic texas country
Smoove & Turrell,bboy
Devourment,"brutal death metal, death metal, grindcore, technical death metal, texas death metal, texas metal"
Sunscreem,classic progressive house
Sam Rivers,"avant-garde jazz, jazz saxophone"
Ralph Castelli,alaska indie
Woolfy,balearic
Die Sektor,aggrotech
Alvin Stardust,glam rock
"Woe, Is Me","melodic metalcore, metalcore, neon pop punk, screamo"
Doc Scott,"drum and bass, jungle, neurofunk"
KAT-TUN,j-pop boy group
Lege Artis Chamber Choir,"chamber choir, orthodox chant, russian choir"
Reset Robot,deep minimal techno
Stereoheroes,fidget house
The Mojo Men,classic garage rock
100 Demons,"beatdown, connecticut hardcore, hardcore"
Phil Lynott,irish rock
Dave Hole,"electric blues, modern blues, power blues-rock"
Kardes Türküler,"turkish folk, turkish jazz"
Jukka Poika,"finnish pop, finnish reggae, suomi rock"
松浦亜弥,hip hop
Crimson Glory,"metal, speed metal, thrash metal, us power metal"
Agent Steel,"melodic thrash, old school thrash, us power metal"
Ost & Kjex,norwegian techno
Sandy Rivera,"chicago house, classic house, deep house, disco house, tribal house, vocal house"
Nile Rodgers,disco
Стас Михайлов & Emin,hip hop
J Fado,charva
Hollenthon,"austrian metal, symphonic black metal, symphonic death metal, symphonic melodic death metal"
"Lisa ""Left Eye"" Lopes",hip hop
Mt. Desolation,alternative country
Machine Gun Fellatio,"australian alternative rock, australian rock"
Eighth Wonder,italo disco
Totem Tone,hip hop
Magyar Rádió Szimfonikus Zenekara,hip hop
Charlotte Perrelli,"classic swedish pop, swedish pop"
A.R. Kane,"dream pop, shoegaze"
Terry Poison,electroclash
Johnny Pacheco,"charanga, salsa"
Brenda Boykin,"electro swing, nu jazz"
Paul Dempsey,"australian alternative rock, australian indie"
The Bridge City Sinners,"acoustic punk, portland punk"
Magik Markers,noise rock
bigott,"one-person band, spanish indie folk, spanish indie pop"
Luke Combs,"contemporary country, country"
Sztywny Pal Azji,"polish punk, polish rock"
Sully Erna,hip hop
Bad Omens,american metalcore
Bilel Tacchini,rai
Marvin Hamlisch,"broadway, classic soundtrack"
Spindrift,"old west, psych gaze"
Banx & Ranx,basshall
Hazel O'Connor,"new romantic, new wave pop"
Chronixx,"dancehall, modern reggae"
Smith & Burrows,hip hop
The Wolfe Tones,irish folk
The Tear Garden,"ebm, electro-industrial, industrial, industrial rock"
박봄슬,hip hop
Utopia,"indonesian pop, indonesian pop rock"
Brittany Snow,hollywood
Diabolical Masquerade,"avant-garde black metal, black metal, swedish black metal, swedish metal, symphonic black metal"
